Customer_ID,Name_and_Surname,Age,Gender,Location,Income_Level,Policy_Type,Premium_Amount,Dependents,Payment_Method,Late_Payments,Missed_Payments,Number_of_Complaints,Claims_Filed,Customer_Tenure,Service_Satisfaction,Churn_Percentage
3637,Shingirai Mutasa,52,Male,Mutare,Low,Individual,103,0,Ecocash,1,5,1,0,8,3,74
3638,Clive Chikwanda,26,Female,Marondera,Medium,Individual,93,1,Ecocash,3,3,1,2,6,2,78
3639,Rutendo Mpofu,18,Female,Bulawayo,Medium,Family,69,1,Bank Debit,6,2,1,0,9,5,62
3640,Shingirai Chikwanda,49,Male,Kariba,High,Individual,107,0,Ecocash,3,1,4,1,3,3,86
3641,Tawanda Chibanda,68,Female,Kadoma,Low,Family,92,5,Bank Debit,4,1,4,3,4,2,99
3642,Kudzai Chikwanda,41,Female,Chitungwiza,Medium,Individual,11,2,Ecocash,8,0,1,0,6,1,90
3643,Shamiso Chibanda,59,Male,Kadoma,Low,Individual,94,4,Bank Debit,3,5,3,0,8,3,100
3644,Tendekai Nkomo,31,Male,Norton,High,Family,61,3,Ecocash,9,0,3,0,9,1,100
3645,Blessing Matiza,33,Female,Mutare,Medium,Family,52,3,Cash,6,3,1,2,3,2,93
3646,Tariro Sibanda,31,Female,Chegutu,Medium,Family,33,4,Cash,5,5,4,3,3,4,100
3647,Farai Mutizwa,55,Male,Mutare,Medium,Family,44,4,Cash,8,1,1,3,5,2,89
3648,Tonderai Mupamhanga,58,Male,Harare,High,Individual,81,3,Bank Debit,6,1,0,1,7,3,61
3649,Precious Mupamhanga,69,Female,Kwekwe,Low,Family,88,2,Cash,6,0,4,2,3,4,86
3650,Tadiwa Mutsvangwa,24,Female,Marondera,Low,Individual,112,4,Mobile Money,3,2,1,0,3,1,79
3651,Tinashe Sibanda,37,Male,Kariba,High,Individual,35,2,Bank Debit,2,5,2,3,5,3,89
3652,Melody Nkala,39,Male,Mutare,Medium,Individual,32,2,Cash,2,0,4,0,7,2,82
3653,Blessing Mupoperi,28,Male,Kadoma,Low,Individual,118,5,Ecocash,1,3,4,2,3,5,74
3654,Elton Ncube,27,Male,Gweru,Low,Individual,80,3,Cash,0,3,1,2,7,5,39
3655,Melody Chibanda,34,Female,Chitungwiza,High,Family,49,5,Ecocash,2,2,3,0,7,4,70
3656,Elton Nkala,54,Female,Bulawayo,Medium,Individual,40,1,Mobile Money,9,1,3,2,7,2,100
3657,Clive Nkala,25,Female,Kwekwe,High,Individual,87,3,Bank Debit,8,4,0,2,6,1,100
3658,Melody Masango,71,Male,Kwekwe,High,Family,60,5,Ecocash,7,1,2,0,7,4,78
3659,Tariro Chikowore,56,Female,Kwekwe,High,Individual,49,1,Cash,3,4,3,1,5,1,100
3660,Tapiwa Nkala,61,Male,Bulawayo,Low,Individual,62,5,Bank Debit,4,2,1,0,1,2,78
3661,Taurai Chiweshe,30,Male,Hwange,Medium,Family,17,0,Bank Debit,7,1,1,0,1,3,78
3662,Rumbidzai Mupfumi,39,Male,Kadoma,Medium,Individual,53,2,Mobile Money,7,5,3,1,1,5,100
3663,Elton Mupamhanga,50,Male,Gweru,Medium,Individual,29,3,Mobile Money,0,3,4,2,5,3,85
3664,Kundai Chiweshe,58,Female,Chitungwiza,High,Individual,43,2,Ecocash,8,0,0,2,9,3,64
3665,Kudzai Mutsvairo,31,Female,Gweru,Low,Family,66,2,Cash,7,1,2,0,9,3,86
3666,Shamiso Chirume,60,Male,Hwange,Low,Individual,110,4,Bank Debit,5,0,1,3,7,4,51
3667,Taurai Munetsi,66,Male,Bindura,Low,Family,85,0,Mobile Money,2,3,1,2,2,1,81
3668,Shamiso Munyoro,40,Female,Gweru,Low,Individual,63,4,Mobile Money,9,0,1,1,1,4,73
3669,Ashley Masuku,60,Male,Hwange,Medium,Family,94,1,Bank Debit,7,0,2,3,7,2,87
3670,Tonderai Chikowore,71,Male,Masvingo,Low,Family,30,3,Bank Debit,0,1,1,3,6,3,41
3671,Rudo Mupfudze,20,Male,Mutare,Medium,Individual,113,2,Cash,3,0,3,2,5,1,85
3672,Kudakwashe Masuku,52,Male,Masvingo,Low,Family,34,4,Bank Debit,5,1,2,2,4,4,68
3673,Rudo Mataruse,50,Female,Chegutu,High,Individual,44,3,Cash,7,3,0,3,4,5,64
3674,Simbarashe Masuku,42,Male,Kadoma,High,Family,33,5,Ecocash,3,5,2,1,8,4,86
3675,Simbarashe Mupoperi,18,Male,Norton,Low,Family,80,5,Ecocash,8,2,0,2,8,4,70
3676,Tatenda Chikafu,69,Female,Marondera,High,Individual,97,1,Mobile Money,3,2,4,0,3,3,93
3677,Memory Mapfumo,25,Male,Hwange,Medium,Individual,86,0,Bank Debit,9,5,2,2,4,1,100
3678,Elton Chikowore,69,Male,Victoria Falls,Low,Individual,42,5,Ecocash,1,3,0,0,9,2,58
3679,Rumbidzai Mupfumi,46,Male,Chitungwiza,Low,Family,61,0,Mobile Money,0,3,1,0,2,2,63
3680,Memory Chirume,65,Female,Kadoma,Medium,Family,72,0,Ecocash,0,3,0,0,5,3,45
3681,Tendekai Mashiri,31,Female,Norton,High,Family,66,4,Mobile Money,4,1,4,3,9,3,91
3682,Tawanda Mapfumo,67,Female,Bindura,High,Family,55,4,Mobile Money,2,1,0,3,1,5,27
3683,Simba Matiza,52,Female,Victoria Falls,High,Family,115,3,Bank Debit,8,0,1,3,5,5,58
3684,Kudakwashe Mutizwa,43,Male,Gweru,Low,Family,77,2,Bank Debit,2,5,1,3,8,4,71
3685,Ashley Chigumba,53,Male,Mutare,High,Family,16,1,Bank Debit,4,1,0,0,4,2,59
3686,Taurai Mupamhanga,67,Female,Hwange,Medium,Individual,116,0,Mobile Money,3,5,1,3,8,2,92
3687,Tawanda Ndlovu,22,Female,Mutare,High,Individual,115,0,Ecocash,2,0,0,1,9,4,26
3688,Takudzwa Chibanda,46,Male,Kwekwe,High,Family,15,2,Cash,1,4,0,0,7,4,49
3689,Rudo Chikafu,49,Male,Kadoma,High,Individual,34,0,Cash,7,2,1,2,7,4,75
3690,Nyarai Mataruse,73,Male,Chegutu,Medium,Family,94,5,Bank Debit,5,1,0,2,9,4,48
3691,Taurai Mupamhanga,44,Male,Bulawayo,Low,Individual,55,0,Cash,7,3,2,3,6,3,100
3692,Anesu Mupfumi,72,Female,Hwange,Medium,Family,91,5,Mobile Money,0,3,4,2,5,3,85
3693,Tatenda Dube,34,Male,Bindura,Medium,Individual,45,3,Cash,9,3,2,2,5,1,100
3694,Nyarai Masuku,61,Female,Kwekwe,High,Individual,87,5,Cash,6,1,1,3,8,3,71
3695,Shamiso Masango,46,Male,Harare,Low,Family,50,2,Ecocash,9,2,1,3,1,1,100
3696,Kudakwashe Mutizwa,61,Male,Chitungwiza,High,Individual,60,2,Cash,2,5,3,3,5,4,91
3697,Nyarai Mutambara,23,Male,Bulawayo,Low,Individual,42,5,Ecocash,9,4,3,3,3,3,100
3698,Elton Chikowore,39,Male,Victoria Falls,Medium,Individual,35,5,Mobile Money,0,3,0,1,3,1,61
3699,Faith Mutambara,37,Male,Norton,High,Family,70,3,Cash,7,4,4,3,6,1,100
3700,Tendai Mupinga,40,Male,Kadoma,High,Individual,12,0,Cash,8,0,2,0,9,2,92
3701,Rutendo Mutizwa,48,Female,Kwekwe,Low,Family,86,1,Ecocash,5,3,3,2,1,4,94
3702,Kudakwashe Munetsi,53,Male,Victoria Falls,Medium,Individual,84,0,Cash,1,3,3,2,8,4,72
3703,Tafadzwa Dube,60,Female,Kariba,Low,Family,49,0,Bank Debit,2,4,3,2,5,2,100
3704,Takudzwa Chiweshe,70,Male,Norton,High,Individual,47,2,Cash,2,4,1,2,4,3,72
3705,Rumbidzai Mataruse,38,Male,Kariba,Low,Individual,49,3,Mobile Money,1,2,4,0,4,1,99
3706,Fadzai Mutsvangwa,66,Female,Harare,High,Family,45,0,Cash,9,2,3,0,5,2,100
3707,Tariro Chikowore,43,Male,Harare,High,Individual,75,1,Ecocash,7,1,3,0,4,4,88
3708,Elton Mupamhanga,19,Male,Chitungwiza,Medium,Family,26,3,Ecocash,3,3,0,1,5,4,52
3709,Elton Mupunga,49,Male,Kadoma,Medium,Individual,65,0,Mobile Money,2,4,3,3,8,5,76
3710,Brian Chiweshe,39,Male,Mutare,Low,Individual,63,0,Ecocash,4,3,0,2,6,5,49
3711,Tanaka Mhlanga,18,Male,Marondera,Medium,Individual,51,0,Mobile Money,1,1,2,1,9,2,64
3712,Precious Mashingaidze,66,Male,Bindura,High,Individual,91,1,Mobile Money,1,1,2,2,1,1,74
3713,Tanaka Mupinga,30,Male,Chitungwiza,High,Individual,36,0,Bank Debit,1,4,2,2,4,2,85
3714,Clive Masuku,67,Female,Harare,Medium,Individual,13,4,Bank Debit,5,4,2,3,1,3,99
3715,Tinashe Chikore,60,Male,Masvingo,High,Family,21,0,Mobile Money,0,1,0,2,4,2,39
3716,Tatenda Mutasa,59,Female,Gweru,High,Family,21,2,Bank Debit,7,1,2,2,5,4,78
3717,Tanaka Ndlovu,58,Female,Marondera,High,Family,79,3,Mobile Money,1,5,3,3,5,4,86
3718,Simbarashe Mupunga,47,Female,Hwange,High,Individual,23,0,Cash,0,3,1,0,1,2,65
3719,Takudzwa Dube,54,Female,Harare,Low,Individual,99,2,Ecocash,6,2,1,0,9,3,78
3720,Tapiwa Mpofu,63,Male,Bindura,High,Individual,71,0,Ecocash,2,0,1,2,9,1,60
3721,Simbarashe Mutambara,46,Female,Chegutu,High,Individual,77,2,Mobile Money,0,2,1,1,6,1,64
3722,Tadiwa Chikore,57,Female,Kariba,Medium,Family,54,0,Cash,9,1,0,2,3,4,68
3723,Tariro Chibanda,64,Female,Kariba,Low,Individual,117,1,Ecocash,2,5,2,2,2,2,97
3724,Rutendo Munetsi,48,Female,Bulawayo,Medium,Individual,52,4,Cash,1,0,1,2,6,4,31
3725,Kudzai Masuku,74,Male,Norton,High,Individual,42,0,Ecocash,3,3,2,0,6,4,72
3726,Tatenda Ndlovu,55,Male,Norton,Low,Individual,110,5,Bank Debit,4,3,2,2,8,4,77
3727,Shingirai Nkala,60,Female,Kadoma,Medium,Family,100,5,Cash,1,0,4,1,4,1,85
3728,Tapiwa Mutsvangwa,37,Female,Mutare,Low,Family,111,1,Bank Debit,7,5,1,1,5,2,100
3729,Rutendo Chigumba,22,Male,Hwange,High,Family,50,0,Ecocash,3,5,0,1,4,4,66
3730,Simba Chikwanda,60,Male,Mutare,High,Individual,30,0,Cash,3,5,0,2,6,3,74
3731,Natsai Munyoro,74,Male,Bindura,Low,Family,72,3,Mobile Money,1,2,1,1,6,3,53
3732,Tariro Chikore,55,Male,Kariba,High,Individual,114,3,Cash,3,4,3,1,1,2,100
3733,Fadzai Munyai,64,Male,Hwange,Medium,Family,12,5,Bank Debit,1,1,3,3,5,3,66
3734,Tendekai Mashava,54,Male,Mutare,Medium,Individual,93,0,Ecocash,2,4,3,1,7,5,76
3735,Tendekai Mutsvairo,68,Female,Harare,Low,Individual,78,0,Ecocash,1,0,4,3,1,3,71
3736,Kundai Mupinga,19,Male,Kwekwe,High,Family,84,4,Mobile Money,1,0,4,1,7,1,85
3737,Rutendo Chibanda,40,Male,Marondera,Low,Family,91,0,Bank Debit,8,4,4,0,1,1,100
3738,Rumbidzai Masuku,56,Female,Kadoma,High,Individual,48,3,Mobile Money,0,5,3,3,1,4,83
3739,Tinotenda Nkomo,58,Male,Bindura,Medium,Individual,36,5,Mobile Money,6,4,2,0,4,3,100
3740,Simba Chirume,62,Female,Kariba,Low,Family,77,1,Mobile Money,4,2,2,1,4,1,94
3741,Rudo Mutambara,57,Male,Norton,Low,Individual,94,2,Mobile Money,2,2,1,3,4,5,42
3742,Nyasha Nkomo,29,Male,Norton,High,Individual,112,4,Mobile Money,6,5,1,1,5,3,99
3743,Ashley Mashava,30,Male,Gweru,High,Family,35,0,Mobile Money,4,5,1,1,1,2,99
3744,Taurai Chirinda,56,Female,Gweru,Low,Individual,13,3,Bank Debit,0,0,1,0,6,3,34
3745,Ashley Chiweshe,69,Male,Bindura,High,Individual,66,5,Cash,4,3,1,1,5,1,91
3746,Taurai Mupunga,45,Male,Chegutu,Medium,Family,84,5,Ecocash,5,4,3,3,6,4,99
3747,Kundai Chikafu,65,Female,Masvingo,Low,Family,99,2,Cash,6,0,1,1,3,2,72
3748,Memory Mupamhanga,32,Female,Kadoma,Low,Family,46,4,Mobile Money,7,3,4,0,3,1,100
3749,Blessing Mashingaidze,42,Male,Gweru,High,Family,29,5,Mobile Money,8,0,4,3,4,1,100
3750,Tinashe Mashingaidze,70,Male,Marondera,Medium,Family,70,3,Mobile Money,7,1,0,0,9,1,82
3751,Kundai Mashiri,29,Female,Chegutu,High,Individual,66,2,Bank Debit,0,0,2,2,1,3,46
3752,Prince Nkomo,53,Female,Bulawayo,Low,Family,77,4,Mobile Money,1,4,3,1,3,4,79
3753,Rutendo Dube,23,Female,Victoria Falls,Low,Individual,114,4,Cash,6,2,3,0,5,4,90
3754,Taurai Chirinda,70,Male,Bindura,High,Individual,47,4,Mobile Money,7,4,2,2,2,3,100
3755,Natsai Nkala,55,Male,Bulawayo,High,Individual,113,0,Bank Debit,4,4,2,0,6,5,76
3756,Kundai Moyo,18,Female,Gweru,High,Family,61,1,Mobile Money,4,0,3,2,7,1,90
3757,Kundai Nkala,21,Female,Chitungwiza,Medium,Individual,76,4,Cash,9,2,3,1,7,2,100
3758,Tadiwa Munyoro,28,Male,Kadoma,Medium,Individual,67,5,Bank Debit,0,0,3,2,1,1,72
3759,Farai Chirinda,28,Female,Marondera,Low,Family,50,0,Ecocash,5,1,2,1,8,3,76
3760,Tatenda Chikwanda,59,Male,Kadoma,Low,Family,110,2,Ecocash,9,1,3,3,4,3,100
3761,Melody Mapfumo,37,Male,Harare,Low,Individual,17,4,Bank Debit,5,3,4,1,1,3,100
3762,Simbarashe Ndlovu,31,Male,Hwange,High,Family,31,5,Bank Debit,4,5,2,3,5,1,100
3763,Tonderai Chikafu,27,Female,Kariba,Medium,Individual,70,1,Bank Debit,0,0,2,1,8,1,60
3764,Precious Nkomo,63,Female,Victoria Falls,Medium,Family,10,3,Mobile Money,5,4,3,2,7,2,100
3765,Ashley Masango,26,Male,Gweru,High,Family,58,3,Cash,4,2,3,0,1,5,74
3766,Memory Mupoperi,46,Female,Bulawayo,High,Individual,98,3,Bank Debit,1,5,3,2,8,1,100
3767,Takudzwa Chikowore,52,Female,Kwekwe,High,Individual,100,3,Ecocash,9,3,1,2,2,4,92
3768,Takudzwa Mutasa,22,Male,Kariba,High,Family,45,3,Ecocash,6,4,0,2,9,1,98
3769,Tinotenda Mashiri,37,Female,Norton,Low,Family,77,4,Bank Debit,5,3,2,2,4,1,100
3770,Farai Chirinda,26,Male,Norton,Medium,Individual,81,5,Cash,7,1,1,3,4,4,68
3771,Kundai Masango,40,Male,Harare,High,Family,96,2,Cash,0,3,1,3,9,2,63
3772,Tendai Masango,19,Male,Hwange,Low,Family,40,2,Mobile Money,1,3,3,0,6,3,80
3773,Tinotenda Mapfumo,59,Female,Bulawayo,Low,Family,43,3,Ecocash,1,2,0,3,6,5,27
3774,Kudzai Chibanda,63,Male,Mutare,High,Family,51,0,Mobile Money,0,2,2,0,1,1,76
3775,Nyarai Mupfumi,65,Male,Kadoma,High,Family,16,3,Bank Debit,1,4,4,3,1,5,83
3776,Tonderai Mupamhanga,64,Male,Kariba,High,Individual,57,3,Cash,6,5,0,0,5,1,100
3777,Taurai Chikore,68,Male,Mutare,High,Individual,104,2,Ecocash,7,2,3,2,7,4,95
3778,Clive Chikafu,52,Female,Bulawayo,Medium,Individual,29,5,Cash,0,5,4,0,2,2,100
3779,Simba Mupunga,67,Male,Chegutu,High,Family,35,4,Bank Debit,6,0,3,0,9,3,84
3780,Tinashe Mataruse,36,Male,Masvingo,Low,Individual,93,0,Ecocash,4,0,4,0,8,2,92
3781,Kundai Mpofu,63,Female,Bulawayo,Medium,Family,98,5,Mobile Money,3,3,4,3,9,5,84
3782,Prince Chikore,41,Female,Harare,High,Individual,117,0,Ecocash,8,5,0,2,9,2,100
3783,Tendai Chirume,50,Male,Chegutu,Medium,Family,28,0,Cash,8,2,4,0,1,3,100
3784,Tapiwa Chikowore,52,Female,Gweru,High,Family,111,0,Cash,5,0,0,2,5,4,41
3785,Shingirai Nkala,43,Female,Kadoma,Low,Individual,31,2,Ecocash,2,3,3,1,4,4,77
3786,Shingirai Ndlovu,26,Male,Hwange,Low,Individual,34,0,Ecocash,0,0,0,1,6,5,8
3787,Fadzai Chirinda,25,Female,Mutare,Medium,Individual,106,4,Bank Debit,9,1,1,3,4,5,70
3788,Kudzai Matiza,73,Female,Gweru,Medium,Individual,81,3,Mobile Money,1,3,4,2,8,2,98
3789,Tanaka Nkala,36,Male,Marondera,Low,Individual,35,2,Mobile Money,8,2,2,1,6,2,100
3790,Tinotenda Chikore,18,Male,Bindura,Low,Individual,106,5,Mobile Money,3,5,2,0,1,4,88
3791,Kundai Mupamhanga,67,Male,Chitungwiza,Low,Individual,37,2,Bank Debit,5,2,4,1,2,3,100
3792,Nyarai Chirinda,39,Female,Kariba,Low,Individual,114,3,Ecocash,8,2,0,1,5,2,86
3793,Kudakwashe Sibanda,24,Male,Marondera,Medium,Family,10,0,Cash,4,4,0,0,1,5,58
3794,Tonderai Mashingaidze,23,Male,Kwekwe,Medium,Family,82,0,Mobile Money,8,1,2,1,6,3,91
3795,Shamiso Chikowore,58,Female,Mutare,High,Individual,82,4,Ecocash,9,4,1,2,7,2,100
3796,Tonderai Mupfumi,58,Male,Norton,Medium,Family,100,1,Cash,2,4,0,1,2,2,70
3797,Nyarai Nkala,21,Male,Victoria Falls,Low,Individual,80,2,Bank Debit,2,2,0,3,1,4,42
3798,Fadzai Nkomo,74,Female,Bindura,High,Individual,42,1,Cash,5,3,4,3,8,2,100
3799,Rutendo Masuku,34,Male,Harare,Low,Family,79,2,Bank Debit,3,0,2,2,4,4,51
3800,Tatenda Munetsi,53,Female,Kadoma,High,Individual,113,1,Ecocash,6,0,2,2,3,1,90
3801,Takudzwa Mashingaidze,69,Female,Kariba,High,Family,50,2,Bank Debit,2,4,2,3,4,4,74
3802,Prince Nkomo,44,Female,Harare,High,Family,26,1,Ecocash,7,1,1,0,5,3,76
3803,Kundai Mhlanga,43,Female,Mutare,Low,Individual,43,5,Bank Debit,9,2,3,1,6,2,100
3804,Precious Chibanda,69,Female,Masvingo,Low,Family,69,3,Bank Debit,2,0,4,0,9,1,90
3805,Tafadzwa Mupfumi,58,Male,Marondera,Medium,Individual,18,0,Ecocash,9,5,2,2,4,2,100
3806,Simba Mutasa,53,Male,Kadoma,Medium,Family,77,5,Cash,4,5,0,3,9,2,87
3807,Tonderai Mapfumo,32,Male,Victoria Falls,High,Individual,117,3,Cash,3,3,0,3,3,2,68
3808,Tinotenda Mutasa,40,Female,Chitungwiza,Low,Individual,63,3,Mobile Money,7,1,3,0,7,2,100
3809,Tatenda Mashava,23,Male,Kariba,Low,Family,98,0,Cash,8,4,2,3,6,4,100
3810,Tanaka Mataruse,23,Male,Hwange,Low,Individual,65,0,Bank Debit,5,0,4,1,7,1,100
3811,Anesu Mpofu,46,Female,Chegutu,Low,Family,12,3,Mobile Money,4,0,1,2,5,2,62
3812,Brian Mutsvangwa,40,Male,Mutare,Low,Individual,70,0,Bank Debit,5,2,4,3,7,2,100
3813,Tendai Munyoro,23,Male,Harare,High,Family,14,5,Mobile Money,4,4,3,0,3,1,100
3814,Tonderai Chirume,19,Male,Chegutu,Low,Family,42,0,Bank Debit,9,0,2,3,5,1,100
3815,Simbarashe Chikowore,54,Female,Norton,Low,Individual,74,4,Bank Debit,5,3,1,2,7,3,80
3816,Tapiwa Mashingaidze,46,Male,Kariba,Low,Individual,53,5,Cash,3,2,2,0,9,1,89
3817,Simba Chikafu,26,Male,Norton,Low,Individual,22,3,Cash,1,3,0,3,3,2,58
3818,Kudakwashe Chirume,52,Male,Bulawayo,Low,Individual,111,4,Ecocash,9,3,1,3,6,4,92
3819,Anesu Mataruse,20,Female,Gweru,High,Individual,90,2,Bank Debit,6,4,2,2,8,1,100
3820,Tendai Chikafu,31,Male,Mutare,High,Family,96,1,Mobile Money,5,5,4,0,7,4,100
3821,Tawanda Mutsvairo,48,Female,Harare,Low,Family,20,4,Cash,3,3,3,1,4,5,74
3822,Shingirai Matiza,61,Female,Harare,High,Family,35,4,Bank Debit,8,2,0,2,6,2,86
3823,Tawanda Mataruse,51,Female,Marondera,Low,Individual,39,4,Mobile Money,0,1,2,2,2,5,35
3824,Fadzai Moyo,48,Male,Kadoma,Medium,Family,21,1,Bank Debit,0,2,1,3,6,3,48
3825,Tanaka Mutambara,19,Male,Chitungwiza,High,Individual,105,5,Cash,9,3,3,3,3,2,100
3826,Tinotenda Mashava,62,Male,Norton,High,Family,78,5,Bank Debit,1,0,1,3,1,2,49
3827,Brian Chibanda,24,Male,Bindura,High,Individual,53,3,Ecocash,9,2,0,1,4,5,67
3828,Natsai Mataruse,39,Female,Gweru,High,Individual,84,5,Cash,4,1,4,2,2,3,91
3829,Nyarai Chirinda,26,Female,Norton,Low,Individual,28,1,Cash,8,1,0,1,7,1,87
3830,Kundai Chikafu,57,Male,Bindura,Low,Individual,46,1,Bank Debit,5,3,2,2,3,5,74
3831,Melody Munetsi,34,Female,Mutare,High,Individual,41,0,Cash,5,3,4,2,3,3,100
3832,Ashley Mupfudze,24,Male,Kwekwe,Low,Family,114,5,Cash,9,1,0,2,9,2,84
3833,Simba Mhlanga,21,Male,Harare,Medium,Family,111,3,Cash,1,4,4,2,5,5,81
3834,Farai Chiweshe,62,Female,Hwange,Low,Family,112,2,Bank Debit,6,1,2,2,9,1,97
3835,Farai Moyo,57,Female,Chegutu,Medium,Family,91,3,Bank Debit,8,0,2,0,7,4,76
3836,Kudakwashe Mashingaidze,33,Female,Bulawayo,Medium,Individual,96,0,Ecocash,7,2,1,2,2,4,75
3837,Tapiwa Mupoperi,53,Male,Gweru,High,Family,113,3,Mobile Money,3,0,0,3,9,2,47
3838,Natsai Mutambara,61,Female,Kadoma,High,Individual,18,3,Bank Debit,1,2,4,3,1,2,93
3839,Ashley Chikowore,44,Female,Mutare,High,Individual,73,1,Bank Debit,6,2,0,2,8,5,52
3840,Tafadzwa Mhlanga,21,Female,Bindura,High,Family,23,4,Bank Debit,5,5,0,1,9,5,68
3841,Faith Chigumba,44,Male,Victoria Falls,Medium,Family,85,4,Ecocash,9,4,0,1,8,5,81
3842,Shingirai Mutasa,48,Female,Chegutu,Low,Individual,113,4,Ecocash,0,3,0,0,5,1,61
3843,Tawanda Mashava,37,Male,Harare,Low,Family,35,5,Bank Debit,9,5,1,1,5,2,100
3844,Tariro Nkala,41,Male,Chegutu,High,Individual,67,5,Mobile Money,0,3,2,3,1,1,83
3845,Clive Mataruse,70,Female,Norton,Low,Individual,35,0,Bank Debit,8,2,2,0,1,1,100
3846,Brian Mutsvairo,48,Female,Gweru,Medium,Family,82,4,Mobile Money,5,3,1,1,9,5,64
3847,Prince Mataruse,49,Female,Mutare,Medium,Family,113,5,Bank Debit,3,1,1,2,3,2,64
3848,Tawanda Chikore,68,Female,Chegutu,High,Individual,95,5,Cash,2,0,3,1,5,5,48
3849,Nyasha Mapfumo,22,Male,Bindura,Low,Individual,62,1,Ecocash,1,0,2,0,1,5,35
3850,Tadiwa Mhlanga,54,Female,Kariba,Medium,Individual,82,2,Cash,7,5,0,0,4,4,86
3851,Tadiwa Mhlanga,23,Female,Chitungwiza,High,Family,45,3,Ecocash,0,2,3,0,2,3,68
3852,Farai Mutsvangwa,71,Male,Norton,Medium,Individual,38,4,Ecocash,5,2,4,3,9,3,100
3853,Melody Mutsvairo,51,Female,Kadoma,Low,Individual,81,5,Mobile Money,7,1,1,3,7,5,60
3854,Taurai Nkomo,32,Female,Kariba,High,Family,56,0,Ecocash,3,5,1,1,9,3,84
3855,Natsai Chikore,35,Female,Bulawayo,Medium,Individual,64,4,Mobile Money,7,0,4,0,8,1,100
3856,Tariro Mupinga,25,Male,Bulawayo,Low,Individual,91,4,Bank Debit,1,5,4,0,9,5,88
3857,Farai Mupfudze,73,Female,Mutare,Medium,Individual,98,5,Mobile Money,8,5,1,1,7,5,93
3858,Faith Ndlovu,68,Female,Hwange,Low,Individual,93,5,Mobile Money,7,2,0,2,7,1,89
3859,Tanaka Mashingaidze,49,Female,Kwekwe,High,Individual,20,2,Cash,4,0,2,2,6,1,80
3860,Rudo Mashava,55,Female,Harare,Low,Family,94,0,Bank Debit,0,3,2,3,1,4,59
3861,Tendekai Mpofu,69,Female,Marondera,High,Family,39,2,Cash,0,5,2,2,2,5,63
3862,Faith Mupoperi,38,Female,Harare,Medium,Individual,88,0,Ecocash,0,4,0,1,3,1,68
3863,Kundai Masuku,30,Male,Bulawayo,Medium,Individual,119,4,Mobile Money,5,0,3,2,8,5,63
3864,Rudo Mutambara,19,Male,Marondera,Medium,Individual,41,2,Bank Debit,9,0,1,2,6,3,79
3865,Takudzwa Mupfudze,53,Male,Chitungwiza,Medium,Individual,31,3,Cash,8,5,0,0,8,4,91
3866,Ashley Mutsvangwa,59,Male,Bulawayo,High,Family,14,3,Cash,4,4,2,1,8,1,100
3867,Takudzwa Mutsvangwa,55,Male,Norton,Low,Family,80,0,Mobile Money,4,4,2,0,5,5,76
3868,Memory Chibanda,30,Male,Kariba,Low,Individual,54,2,Mobile Money,9,2,1,0,1,3,95
3869,Kudakwashe Chiweshe,28,Female,Kwekwe,Low,Individual,29,1,Cash,8,0,4,1,6,1,100
3870,Tonderai Chirume,54,Male,Victoria Falls,Medium,Family,43,4,Bank Debit,9,5,3,0,3,1,100
3871,Tapiwa Ndlovu,70,Female,Harare,Medium,Individual,88,0,Ecocash,1,3,4,2,7,5,74
3872,Tonderai Mhlanga,24,Female,Marondera,Low,Individual,47,4,Ecocash,3,2,4,3,8,5,77
3873,Nyasha Dube,26,Male,Chitungwiza,Low,Individual,113,4,Mobile Money,4,0,2,2,3,4,56
3874,Faith Mashava,31,Female,Gweru,High,Individual,54,5,Mobile Money,5,2,1,1,5,2,81
3875,Tatenda Masuku,27,Female,Bulawayo,High,Family,107,1,Ecocash,9,5,4,2,7,1,100
3876,Fadzai Ndlovu,39,Female,Kariba,High,Family,66,3,Ecocash,6,3,4,2,1,5,100
3877,Nyarai Chikowore,66,Male,Masvingo,Medium,Family,100,5,Ecocash,3,1,4,0,2,5,70
3878,Natsai Mutsvangwa,44,Female,Gweru,Low,Family,94,0,Cash,5,3,2,2,5,4,82
3879,Ashley Ncube,74,Male,Bindura,High,Family,54,2,Cash,3,3,0,1,6,1,76
3880,Taurai Munyai,68,Female,Chegutu,High,Individual,43,3,Cash,3,2,0,2,6,3,53
3881,Rutendo Mutsvairo,47,Female,Chitungwiza,Low,Family,44,3,Cash,5,4,1,1,1,5,73
3882,Tariro Masango,63,Male,Masvingo,Low,Individual,53,1,Bank Debit,2,5,4,1,3,4,100
3883,Melody Mashiri,70,Female,Kwekwe,Low,Family,29,5,Mobile Money,8,2,2,1,7,3,98
3884,Tendai Nkomo,56,Female,Marondera,High,Family,43,3,Bank Debit,3,0,3,2,3,2,77
3885,Tinashe Mashava,64,Male,Gweru,Low,Family,95,5,Mobile Money,4,4,2,2,7,5,76
3886,Ashley Munyai,21,Male,Hwange,Medium,Individual,108,0,Ecocash,6,4,2,1,1,4,96
3887,Tonderai Mashiri,72,Male,Victoria Falls,Low,Individual,42,0,Ecocash,5,2,0,1,6,4,55
3888,Elton Mapfumo,61,Male,Chitungwiza,Low,Individual,75,1,Bank Debit,8,0,1,0,1,4,68
3889,Brian Chibanda,49,Female,Chitungwiza,High,Family,94,0,Ecocash,9,0,3,3,5,2,100
